nom;Entreprise;Marche;Reponse;Cours;Total actifs;Autres actifs;Capitaux propres;Effectif ;Resultat net;Actifs fi non courant;CA annuel;Cout endettement financier net;Creances clients cmptes rat;Dettes fi courantes;Dettes fi non courantes;Ecart daquisition;Fournisseurs cmptes rat;Immo corp;Immo incorp;Marge ope;Prod acti ordi;Provision risques charges non courant;Resultat ope;Ratio endet;Rent fi;Stocks trav en cours;Treso
Dbv Technologies;DBV;MID60;0;-1.44;3.88030753595895;1.45006206643868;4.60173857230293;1.39527629233512;-2.03174072558353;6.46338380917328;20.4725772891565;0.0874452833733104;92.0442446677243;0.823057498057498;5.37377279102384;0.0563665204656338;0.910646550302316;2.79827335283985;4.16031746031746;-517.151148431442;1.20198351575429;2.43099810370884;-2.088550092;-0.0203474884522665;0.486176660741764;18.0728291316527;4.53838023954467
JC Decaux;DEC;MID60;1;17.05;0.12044971786665;0.292272244903824;-0.0507621466515591;0.124345267899176;0.555248019044896;1.4761248537943;0.31049835784899;-0.609340659340659;0.209851574693861;2.16301831501832;2.91063697503067;-0.0709516787170289;1.129438548627;0.0418249735460649;-0.0852373582700426;8.36082810331803;0.143654115374907;0.447287564034976;-0.139550873;12.9043071878261;0.600382646813778;0.0690023171896736;0.736162622937904
Sartorius;DIM;MID60;1;236.7;0.415573279226521;0.444306821128816;0.52210544080144;0.10671096209061;1.21928554882321;-0.384913420092274;0.72823558032464;-2.88486273154873;0.464398659101757;2.52619980357639;1.33574918212087;0.291966148154456;0.151842039176956;0.567949937087414;0.426881159938573;20.1982063414368;0.676808656397409;0.564401931517232;1.108463955;-0.593411718445101;0.602728688860492;0.894792468559705;0.111620230004884
Edenred;EDEN;MID60;0;-1.49;-0.0132065964287304;-0.0188920032831822;-0.261336729357394;0.0955623700267316;1.47740223714727;3.07741935483871;0.00312156028515868;0.314141685109427;0.117497203624772;-0.40240259282745;-0.11901211145477;0.0412556199367328;-0.107926992237735;0.382105538140021;0.551158019563018;32.3307982532202;0.0725516120986302;0.716386554621849;0.243282676;2.40210662123917;-1.35070253505106;32.3968548282502;-0.334317617208797
Faurecia;EO;MID60;1;23.08;0.356576697057648;0.635031225824714;0.830327283810303;0.284445041711268;0.598455901274077;0.818214121739177;0.15522781963494;-0.786994715995651;0.20334469037139;0.841790358080823;0.0403562633376389;0.0688092851861592;0.331713979442073;0.36574046584867;0.739789776821686;2.15564119111079;0.328718367889279;0.621269778239368;0.455542707;-0.431896372859117;-0.267888429287625;0.42750525318395;0.603283683276334
Eurofins Scient.;ERF;MID60;1;241.18;0.621475376794005;0.512197634583995;0.906455673033204;0;0.457035808811124;0.972103095136233;0.96539933996261;-0.637332284783362;0.432831890248692;3.05182436354184;0.653795403369173;0.682792792025673;0.594219050447969;0.771610807628598;1.65711687365437;11.1150243622655;0.966860835661392;0.122841175226788;1.22803187;-0.012537316712248;-1.812764144956;1.06879337803375;0.690548601058148
Eiffage;FGR;MID60;1;40.72;0.107462264875912;0.02422723529491;0.205529703965873;-0.0649253849056913;0.136231947970062;0.258801873876436;-0.338727199541903;-0.466289767729114;0.04777225201995;0.944529102761795;0.0544222092003697;0.151813325836379;0.126931793835441;0.0627056590906769;-0.0897473180929982;8.38756950109247;0.0287513889259098;0.263368037721443;0.249954416;-0.230472725221339;-0.0840720418014632;0.153001416743628;2.66854893349226
Genfit;GNFT;MID60;1;30.98;1.81184382383546;0.595210403695712;5.37986537152479;0.0944069575648523;-1.24884148150337;-0.446420635085473;2.07754596314072;7.6510998010998;0.730226034474047;-0.486556271774241;1.58264306289103;0;0.569860688056954;-0.326245481832081;6.39253826124191;-3354.94490552764;-0.907263674829625;-0.519575665427208;-1.023794466;-3.19749943479939;0.953338157341895;-0.431810011069471;4.08756247853917
GTT;GTT;MID60;1;13.59;0.916894677432669;1.17239843833377;1.36595654794863;0;3.14082057172441;40.4736358238282;-0.337681402011256;0;1.71736517329057;0.233682266009852;-0.581715623669647;0.0563665204656338;0.365611282692427;0.446323388309947;8.20495781496795;61.3738618456724;2.07754596314072;-1.6030213228634;3.733631044;0.145372766803065;1.18420957692933;-0.0429390396523691;0.388434383931606
Havas;HAV;MID60;0;4.592;0.115251609458653;0.192946984116288;0.223067573286249;0.090480463800379;0.324892335422227;0.0754892037786775;0.129959555629486;0.107041107041107;0.290095836963392;0.805349775693621;-0.182744081943107;0.123872693928383;0.274602373942704;2.49591162864147;0.275738794748838;12.2586485285969;0.185800377195596;0.421394900568724;0.310126976;3.84479337826664;0.139858634361756;-0.0202878202878203;-0.518146096263372
